Category,Product,Code,Supplier,UnitCost,UnitPrice,Inventory_Dapa
spokes,Spoke 16 x 14G ord.,10277,Avenue Bikes,0.62,2.5,100000
spokes,Spoke 12 ord.,10275,Avenue Bikes,0.56,2,100000
spokes,Spoke 14 ord,10478,Avenue Bikes,0.56,2.5,100000
parts,Steel Balls 3/16 Front,10310,,0.32,1,100000
accessories,Steel Ball - SB 1/8 inch,40096,Kent,0.19,0.5,100000
accessories,Steel Ball - SB 5/32,40095,Kent,0.13,0.5,100000
accessories,Fender - Bmx steel (blk),10228,,0,75,100000
accessories,Bar End steel,10460,,0,95,100000
accessories,Water Bottle Cage (Governor),20044,,0,0,100000
accessories,RTW Product,40147,,0,0,100000
accessories,Cashier Kim,40171,,0,0,100000
accessories,Cashier Elia,40172,,0,0,100000
accessories,Motor Tire,40175,,0,500,100000
accessories,Cashier Gie,40243,,0,0,100000
accessories,Cahier Jenie,40244,,0,0,100000
bikes,Bike Storages Fee for more than 3 days,40183,,0,10,100000
brakes,VBrake Shimano,10017,Avenue Bikes,0,0,100000
brakes,Disc Brake Pad - VMX Organic for ---,40013,,0,0,100000
brakes,STI - Claris (road bike),40159,Kent,0,2000,100000
brakes,V-Brake individual colored,81622,,0,190,100000
derailleur,Derailleur holding ord,10037,Avenue Bikes,0,0,100000
derailleur,Rear Derailleur Claris (Road Bike),40160,Kent,0,2000,100000
handle bar,Handle bar Brace only.,10487,,0,100,100000
handle bar,AERONOVA Road Carbon Handle Dropbar 420mm Blk,81865,CHN,0,2970,100000
handle bar,AERONOVA Road Handle Dropbar 440mm Red Gloss,81867,CHN,0,2700,100000
handle post,Handle post TC Ladies,10028,Avenue Bikes,0,150,100000
head,Ahead Adapter mtb,10126,Avenue Bikes,0,0,100000
head,Ahead - Alloy colored,81623,,0,300,100000
Mechanic Labor,Mechanic - J.R.,102,,0,0,100000
Mechanic Labor,Mechanic - Lobert,103,,0,0,100000
Mechanic Labor,Mechanic - Adam,105,,0,0,100000
Mechanic Labor,Mechanic -Totskie,106,,0,0,100000
Mechanic Labor,Mechanic Ronie,108,,0,0,100000
Mechanic Labor,Mechanic Bong2x,110,,0,0,100000
Mechanic Labor,Mechanic Emer,111,,0,0,100000
Mechanic Labor,Mechanic Andro,112,,0,0,100000
Mechanic Labor,Mechanic Romart,113,,0,0,100000
Mechanic Labor,Mechanic Leeric,40148,,0,0,100000
Mechanic Labor,Mechanic Renan,40155,,0,0,100000
Mechanic Labor,MECHANIC - FREE - No Charge,99,,0,0,100000
misc,Cashier Grace..,1,,0,0,100000
misc,over cash,10070,,0,0,100000
misc,Brake - Caliper Brake not se ord.,10379,,0,0,100000
misc,Mechanic - Brian,104,,0,0,100000
misc,Air charges for Tire & etc.,10429,,0,5,100000
misc,Misc,11000,,0,0,100000
misc,Cashier Vernalyn,2,,0,0,100000
misc,Handle Grip 2tone,20035,,0,0,100000
misc,Spoke 20x14g SS,20045,,0,0,100000
misc,Cashier Cheryl,3,,0,0,100000
misc,PROMOTIONAL BICYCLE (for bike promotion),81540,,0,0,100000
misc,Mechanic Melfred,81672,,0,0,100000
misc,Chain wheel blk ord.,81702,,0,500,100000
misc,Mechanic Din2x,81758,,0,0,100000
misc,Tube 27x1.1/4 AV KENDA,81893,Avenue Bikes,0,225,100000
rims,depricated,81392,Avenue Bikes,0,0,100000
saddles,Saddle MTB#003A Globe,40237,Avenue Bikes,0,0,100000
tires,tiremugs#20,10054,,0,0,100000
tires,Tire 26 x 1.75 DURO chn,10380,,0,350,100000
tires,Tire rubber bund,10450,,0,10,100000
tires,Tire 20 and 26 misc,2222,,0,0,100000
tires,Tire 700Cx 23 Bontrager Race Light,81887,Kent,0,550,100000
